Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,84.03395833333333,141.38177083333332,100.38771739130435,28.880520833333335,129.2229347826087,,,0.7336458333333334,15.1403125,,,,,,,,,,,,0.0,,,
2023-01-02,200.25958333333335,269.6538541666667,79.92031250000001,35.89895833333333,115.55916666666667,,,0.895,11.99375,,,,,,,,,,,,0.0,,,
2023-01-03,227.50427083333332,310.85812500000003,37.88760416666667,29.852604166666666,68.03166666666667,,,0.5769791666666667,12.358020833333333,,,,,,,,,,,,0.0,,,
2023-01-04,158.30208333333334,222.56593750000002,44.44104166666667,25.743333333333336,71.295625,,,0.5143749999999999,12.244895833333333,,,,,,,,,,,,0.0,,,
2023-01-05,162.60979166666667,233.7692708333333,140.36916666666667,18.938125,139.53593750000002,,,1.2105208333333333,10.041909722222222,,,,,,,,,,,,0.0,,,
2023-01-06,225.80989583333334,357.37437500000004,70.62635416666667,30.831041666666668,101.45041666666667,,,1.2309375,11.359375,,,,,,,,,,,,0.0,,,
2023-01-07,178.70916666666668,270.36593750000003,120.70645833333333,20.37875,141.48036458333334,,,1.0792708333333334,10.053125,,,,,,,,,,,,0.0,,,
2023-01-08,183.57260416666668,271.3028125,122.30135416666667,20.8703125,143.20385416666667,,,1.0763541666666667,9.599791666666667,,,,,,,,,,,,0.0,,,
2023-01-09,432.8285416666667,567.164375,177.1576041666667,43.682812500000004,221.74121527777777,,,2.0766666666666667,10.434270833333334,,,,,,,,,,,,0.0,,,
2023-01-10,188.18197916666668,249.70614583333335,70.09086956521739,23.16013888888889,100.45249999999999,,,1.0991666666666666,9.690833333333332,,,,,,,,,,,,0.0,,,
