Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-11 00:00:00,111.37,195.91,66.01,55.00,108.78,NA,NA,0.89,14.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-12 00:00:00,162.32,303.41,145.00,82.85,171.19,NA,NA,1.79,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-13 00:00:00,144.35,245.02,44.26,47.01,88.61,NA,NA,1.02,13.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-14 00:00:00,74.53,135.66,52.22,45.61,95.02,NA,NA,0.56,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-15 00:00:00,89.45,165.21,86.67,76.73,163.39,NA,NA,0.69,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-16 00:00:00,116.68,194.58,102.21,61.28,163.49,NA,NA,0.78,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-17 00:00:00,90.01,161.76,103.93,50.92,154.34,NA,NA,0.82,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-18 00:00:00,110.41,210.40,135.78,61.47,192.11,NA,NA,1.10,9.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-19 00:00:00,101.87,160.31,39.20,46.99,86.19,NA,NA,0.48,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-20 00:00:00,105.12,187.12,85.57,49.65,124.99,NA,NA,0.87,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-21 00:00:00,145.32,285.65,114.64,59.56,169.65,NA,NA,1.33,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-22 00:00:00,158.43,267.52,68.14,11.94,60.44,NA,NA,1.76,9.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-23 00:00:00,60.41,113.95,4.53,2.75,7.28,NA,NA,0.29,13.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-24 00:00:00,59.80,117.08,3.61,2.78,6.39,NA,NA,0.36,16.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-25 00:00:00,107.05,237.85,3.68,2.74,6.42,NA,NA,1.15,15.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-26 00:00:00,161.51,295.38,6.15,2.53,8.68,NA,NA,1.67,14.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-27 00:00:00,156.03,268.06,3.25,2.76,6.01,NA,NA,1.48,10.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-28 00:00:00,89.97,134.09,3.45,2.78,6.23,NA,NA,0.55,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-29 00:00:00,58.26,125.62,3.44,2.76,6.20,NA,NA,0.58,12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-30 00:00:00,68.50,129.45,3.17,2.79,5.97,NA,NA,0.49,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-01-31 00:00:00,69.49,138.89,3.04,2.80,5.83,NA,NA,0.62,11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-01 00:00:00,85.03,176.36,2.68,2.80,5.48,NA,NA,0.91,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-02 00:00:00,94.68,166.13,2.61,2.86,5.46,NA,NA,0.64,12.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-03 00:00:00,119.65,218.57,43.55,18.11,61.69,NA,NA,1.07,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-04 00:00:00,134.07,294.40,145.73,40.28,182.49,NA,NA,1.78,17.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-05 00:00:00,133.32,228.12,59.42,35.66,95.08,NA,NA,0.97,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-06 00:00:00,88.28,166.34,50.40,32.50,82.90,NA,NA,0.81,13.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-07 00:00:00,129.83,252.93,118.73,36.16,154.89,NA,NA,1.43,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-08 00:00:00,119.62,223.12,42.48,31.56,74.05,NA,NA,0.85,14.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-09 00:00:00,171.68,228.57,47.90,33.03,80.93,NA,NA,0.93,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-10 00:00:00,164.29,288.58,94.20,35.10,125.44,NA,NA,1.39,10.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-11 00:00:00,178.64,359.11,108.71,37.33,139.19,NA,NA,2.10,11.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-12 00:00:00,140.80,254.90,31.61,31.70,63.32,NA,NA,0.86,11.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-13 00:00:00,58.91,142.49,11.51,27.74,39.25,NA,NA,0.46,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-14 00:00:00,44.16,126.38,10.01,27.21,37.22,NA,NA,0.38,10.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-15 00:00:00,56.16,128.70,13.93,29.46,43.39,NA,NA,0.41,12.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-16 00:00:00,100.02,202.10,61.13,35.94,97.09,NA,NA,1.05,13.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-17 00:00:00,114.57,231.90,56.36,35.50,91.84,NA,NA,1.06,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-18 00:00:00,91.18,197.93,61.18,36.19,97.36,NA,NA,0.96,11.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-19 00:00:00,69.76,237.06,74.15,33.23,107.40,NA,NA,1.02,13.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-20 00:00:00,77.51,219.84,6.85,29.82,36.67,NA,NA,0.45,19.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-21 00:00:00,43.04,73.56,14.89,25.03,39.92,NA,NA,0.41,9.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-22 00:00:00,54.95,127.47,54.35,28.00,82.35,NA,NA,0.79,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-23 00:00:00,87.23,176.14,61.37,29.93,91.30,NA,NA,1.01,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-24 00:00:00,67.05,150.34,47.80,28.97,76.78,NA,NA,0.74,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-25 00:00:00,94.80,201.47,31.68,29.11,60.80,NA,NA,0.79,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-26 00:00:00,114.76,254.54,87.45,29.96,117.41,NA,NA,1.28,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-27 00:00:00,81.95,170.06,25.44,26.95,52.39,NA,NA,0.68,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-28 00:00:00,79.53,164.29,7.53,22.30,29.56,NA,NA,0.36,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-02-29 00:00:00,45.35,104.84,19.56,29.56,44.08,NA,NA,0.26,11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-01 00:00:00,35.91,89.19,53.15,47.86,75.26,NA,NA,0.41,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-02 00:00:00,91.92,220.12,77.08,53.38,119.97,NA,NA,1.08,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-03 00:00:00,76.02,192.85,78.32,50.66,127.64,NA,NA,0.98,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-04 00:00:00,71.57,198.11,78.15,43.92,118.79,NA,NA,0.90,15.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-05 00:00:00,29.10,62.37,14.81,20.91,35.72,NA,NA,0.20,11.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-06 00:00:00,17.11,45.54,19.57,23.09,42.61,NA,NA,0.17,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-07 00:00:00,38.03,85.30,31.88,30.54,62.41,NA,NA,0.26,9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-08 00:00:00,60.42,124.37,46.26,27.85,74.13,NA,NA,0.53,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-09 00:00:00,58.40,131.72,16.91,14.67,31.57,NA,NA,0.31,9.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-10 00:00:00,58.35,144.21,20.50,16.74,36.90,NA,NA,0.27,16.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-11 00:00:00,49.85,103.64,13.91,12.74,26.19,NA,NA,0.23,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-12 00:00:00,44.44,158.76,23.79,20.25,43.94,NA,NA,0.28,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-13 00:00:00,45.57,194.23,24.96,21.27,46.23,NA,NA,0.22,9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-14 00:00:00,37.57,94.37,46.50,76.50,111.30,NA,NA,0.40,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-15 00:00:00,55.52,138.62,102.82,150.46,191.94,NA,NA,0.86,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-16 00:00:00,55.46,131.84,60.91,104.96,164.56,NA,NA,0.77,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-17 00:00:00,54.98,146.53,60.12,84.66,144.00,NA,NA,0.82,12.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-18 00:00:00,76.73,172.61,73.52,98.44,156.16,NA,NA,0.86,12.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-19 00:00:00,69.70,182.18,78.90,79.12,131.28,NA,NA,0.96,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-20 00:00:00,82.00,194.77,60.25,51.55,111.81,NA,NA,1.18,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-21 00:00:00,61.67,161.80,57.32,49.22,76.95,NA,NA,1.19,14.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-22 00:00:00,71.17,134.57,49.45,48.87,105.36,NA,NA,1.12,18.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-23 00:00:00,42.17,87.93,34.67,36.89,78.93,NA,NA,0.84,17.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-24 00:00:00,49.44,81.63,22.26,19.52,53.31,NA,NA,0.84,14.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-25 00:00:00,34.45,67.93,20.70,13.49,50.60,NA,NA,0.76,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-26 00:00:00,28.09,51.76,4.99,NA,8.30,NA,NA,0.67,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-27 00:00:00,17.88,34.67,6.48,5.93,26.16,NA,NA,0.63,12.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-28 00:00:00,17.03,29.04,5.51,4.34,19.13,NA,NA,0.61,14.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-29 00:00:00,23.42,50.09,2.83,4.89,11.40,NA,NA,0.60,20.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-30 00:00:00,28.02,51.59,2.02,4.06,11.81,NA,NA,0.57,23.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-03-31 00:00:00,24.64,51.92,1.82,NA,1.96,NA,NA,0.58,24.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-01 00:00:00,25.02,52.73,3.13,18.63,28.30,NA,NA,0.56,19.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-02 00:00:00,23.43,59.12,1.73,NA,NA,NA,NA,0.53,23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-03 00:00:00,25.09,54.94,1.29,10.45,18.12,NA,NA,0.55,28.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-04 00:00:00,39.56,72.95,9.48,17.70,46.32,NA,NA,0.59,22.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-05 00:00:00,57.81,93.03,13.15,20.28,66.00,NA,NA,0.67,27.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-06 00:00:00,54.76,101.28,3.66,NA,6.44,NA,NA,0.65,27.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-07 00:00:00,29.29,82.03,1.56,NA,NA,NA,NA,0.52,24.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-08 00:00:00,25.13,67.04,1.68,NA,2.04,NA,NA,0.49,26.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-09 00:00:00,33.78,69.39,3.32,18.78,38.98,NA,NA,0.50,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-10 00:00:00,52.95,107.35,8.72,16.55,40.85,NA,NA,0.64,22.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-11 00:00:00,44.00,96.05,7.15,13.36,33.89,NA,NA,0.62,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-12 00:00:00,31.13,76.17,0.84,4.28,5.42,NA,NA,0.50,28.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-13 00:00:00,65.42,133.54,6.02,23.96,42.30,NA,NA,0.62,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-14 00:00:00,57.35,135.23,6.44,14.31,25.63,NA,NA,0.62,21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-15 00:00:00,48.81,168.90,17.12,46.28,120.35,NA,NA,0.58,20.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-16 00:00:00,53.47,149.09,6.45,33.05,80.21,NA,NA,0.67,24.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-17 00:00:00,21.51,70.49,0.61,3.56,12.93,NA,NA,0.48,31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-18 00:00:00,22.50,83.24,0.95,NA,NA,NA,NA,0.46,28.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-19 00:00:00,29.19,64.35,8.67,36.51,66.11,NA,NA,0.48,21.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-20 00:00:00,35.59,83.95,17.58,20.92,61.97,NA,NA,0.62,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-21 00:00:00,31.87,70.32,1.40,NA,2.84,NA,NA,0.50,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-22 00:00:00,52.88,115.51,10.76,17.90,43.13,NA,NA,0.57,25.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-23 00:00:00,43.58,92.35,3.01,16.43,27.19,NA,NA,0.57,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-24 00:00:00,56.52,110.95,2.97,8.16,11.01,NA,NA,0.60,27.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-25 00:00:00,21.97,57.11,0.53,9.02,8.79,NA,NA,0.46,32.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-26 00:00:00,33.36,79.90,1.15,3.23,5.36,NA,NA,0.51,24.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-27 00:00:00,24.38,40.45,1.13,NA,NA,NA,NA,0.46,28.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-28 00:00:00,39.20,64.40,1.01,10.77,11.24,NA,NA,0.50,32.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-29 00:00:00,53.06,93.50,1.40,35.16,39.48,NA,NA,0.59,30.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-30 00:00:00,52.59,106.02,0.87,7.19,8.71,NA,NA,0.55,33.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-01 00:00:00,55.37,128.60,1.15,13.87,19.61,NA,NA,0.56,34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-02 00:00:00,34.12,87.98,0.50,NA,NA,NA,NA,0.46,34.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-03 00:00:00,32.53,68.28,0.84,NA,NA,NA,NA,0.50,27.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-04 00:00:00,31.13,NA,2.16,4.02,4.91,NA,NA,0.54,28.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-05 00:00:00,50.97,NA,4.91,12.63,21.98,NA,NA,0.64,29.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-06 00:00:00,45.85,NA,1.76,8.33,9.80,NA,NA,0.62,30.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-07 00:00:00,33.38,NA,1.06,8.65,10.10,NA,NA,0.57,38.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-08 00:00:00,41.91,NA,1.46,9.37,11.49,NA,NA,0.60,41.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-09 00:00:00,52.94,NA,1.04,NA,NA,NA,NA,0.63,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-10 00:00:00,44.75,NA,1.10,NA,NA,NA,NA,0.60,32.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-11 00:00:00,54.43,197.95,7.91,4.96,17.30,NA,NA,0.47,33.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-12 00:00:00,41.19,84.35,12.46,3.21,13.49,NA,NA,0.62,37.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-13 00:00:00,56.37,130.49,12.45,2.21,13.36,NA,NA,0.66,32.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-14 00:00:00,46.81,108.33,16.43,7.09,22.23,NA,NA,0.67,31.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-15 00:00:00,46.08,99.75,12.58,4.80,15.47,NA,NA,0.53,33.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-16 00:00:00,64.91,118.95,11.84,5.30,14.85,NA,NA,0.56,39.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-17 00:00:00,90.19,163.65,14.85,9.15,21.89,NA,NA,0.69,33.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-18 00:00:00,72.12,150.68,21.74,11.94,30.75,NA,NA,2.48,27.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-19 00:00:00,100.91,197.42,25.49,13.29,37.29,NA,NA,3.22,33.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-20 00:00:00,72.48,146.12,15.96,7.56,21.20,NA,NA,2.48,33.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-21 00:00:00,58.34,136.04,16.06,5.16,18.00,NA,NA,2.39,30.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-22 00:00:00,66.88,168.01,28.71,11.62,37.73,NA,NA,2.23,26.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-23 00:00:00,55.26,161.28,14.71,3.16,13.61,NA,NA,2.13,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-05-24 00:00:00,55.28,154.79,14.65,2.53,10.96,NA,NA,1.96,27.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
